4,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
EverQuest Online Adventures: Frontiers,PlayStation 2,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0,0.02,0.19,77,16,8.5,17,Sony Online Entertainment,T
Godzilla (2015),PlayStation 4,2014,Action,Namco Bandai Games,0.11,0.03,0.02,0.03,0.19,,,,,,
Fairy Fencer F,PlayStation 3,2013,Role-Playing,Nippon Ichi Software,0.05,0.03,0.09,0.02,0.19,65,31,7.4,50,Compile Heart,T
Shadows of the Damned,Xbox 360,2011,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,76,76,8.4,139,Grasshopper Manufacture,M
Treasures of the Deep,PlayStation,1997,Action,Namco Bandai Games,0.1,0.07,0,0.01,0.19,,,,,,
Phantasy Star Online Ver. 2,Dreamcast,2001,Role-Playing,Sega,0,0,0.19,0,0.19,80,10,8.9,18,Sonic Team,T
Cabela's Survival: Shadows of Katmai,PlayStation 3,2011,Sports,Activision,0.11,0.05,0,0.02,0.18,,,7.4,5,Activision,T
Hot Wheels: Battle Force 5,Wii,2009,Racing,Activision,0.17,0,0,0.01,0.18,,,tbd,,Sidhe Interactive,E10+
Go Play: Lumberjacks,Wii,2009,Simulation,Majesco Entertainment,0.17,0,0,0.01,0.18,,,tbd,,Panic Button,E
Fight Club,PlayStation 2,2004,Fighting,Vivendi Games,0.09,0.07,0,0.02,0.18,36,28,4.4,22,Genuine Games,M
Samurai Warriors: State of War,PlayStation Portable,2005,Action,Tecmo Koei,0.07,0,0.11,0.01,0.18,64,30,6.4,8,Omega Force,T
Cabela's Survival: Shadows of Katmai,Xbox 360,2011,Sports,Activision,0.14,0.03,0,0.01,0.18,,,3.5,6,Activision,T
Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,0.17,0,0,0.01,0.18,51,19,7.5,17,D3Publisher,T
Guilty Gear Xrd: Sign,PlayStation 3,2014,Fighting,Arc System Works,0.1,0,0.07,0.02,0.18,,,,,,
Dance Dance Revolution: Disney Grooves,Wii,2009,Simulation,Konami Digital Entertainment,0.17,0,0,0.01,0.18,,,tbd,,Konami,E
Camping Mama: Outdoor Adventures,Nintendo DS,2011,Simulation,505 Games,0.12,0.05,0,0.02,0.18,51,5,tbd,,Racjin,E
Harvest Moon: A Wonderful Life Special Edition,PlayStation 2,2004,Simulation,505 Games,0.09,0.07,0,0.02,0.18,,,8.9,54,Marvelous,E
Sports Illustrated for KiNintendo DS: Football,Game Boy Advance,2003,Sports,BAM! Entertainment,0.13,0.05,0,0,0.18,,,,,,
The Munchables,Wii,2009,Action,Namco Bandai Games,0.17,0,0,0.01,0.18,71,33,8.2,5,Now Production,E
How to Train Your Dragon 2,Wii,2014,Adventure,Little Orbit,0.04,0.13,0,0.01,0.18,,,tbd,,Torus Games,E10+
.hack//Quarantine Part 4: The Final Chapter,PlayStation 2,2003,Role-Playing,Atari,0.09,0.07,0,0.02,0.18,,,,,,
The Smurfs 2,Nintendo DS,2013,Platform,Ubisoft,0,0.17,0,0.01,0.18,,,tbd,,WayForward,E
Close Combat: First to Fight,Xbox,2005,Shooter,Take-Two Interactive,0.14,0.04,0,0.01,0.18,69,46,7.8,10,Destineer,T
Indiana Jones and the Emperor's Tomb,Xbox,2003,Action,LucasArts,0.14,0.04,0,0.01,0.18,73,43,8.6,17,Double Helix Games,T
Buffy the Vampire Slayer: Chaos BleeNintendo DS,PlayStation 2,2003,Action,Vivendi Games,0.09,0.07,0,0.02,0.18,72,27,8.9,47,Eurocom Entertainment Software,T
Remington Super Slam Hunting: North America,Wii,2010,Sports,Mastiff,0.17,0,0,0.01,0.18,,,tbd,,Jack of All Games,T
Reel Fishing II,PlayStation,2000,Sports,Victor Interactive,0.1,0.07,0,0.01,0.18,,,,,,
Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft,0.14,0.03,0,0.01,0.18,,,tbd,,Ubisoft Quebec,E10+
Ty the Tasmanian Tiger,Xbox,2002,Platform,Electronic Arts,0.14,0.04,0,0.01,0.18,68,13,8.5,11,Krome Studios,E
Imagine: Babyz Fashion,Nintendo DS,2009,Simulation,Ubisoft,0.17,0,0,0.01,0.18,,,tbd,,Ubisoft,E
Dead or Alive,SAT,1997,Fighting,Tecmo Koei,0,0,0.18,0,0.18,,,,,,
Active Health with Carol Vorderman,Nintendo DS,2009,Sports,Nintendo,0,0.18,0,0.01,0.18,,,,,,
Driving Emotion Type-S,PlayStation 2,2000,Racing,Electronic Arts,0.04,0.03,0.11,0.01,0.18,55,18,tbd,,Escape,E
Heavy Fire: Afghanistan,PlayStation 3,2011,Shooter,Unknown,0.17,0,0,0.02,0.18,39,5,3.3,16,Teyon,T
Siren,PlayStation 2,2003,Adventure,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,72,48,7.8,41,SCE Japan Studio,M
NARC,Xbox,2005,Shooter,Midway Games,0.14,0.04,0,0.01,0.18,51,27,2.8,6,Point of View,M
Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0,0.03,0.18,80,11,7,332,Ubisoft Reflections,T
Just Dance 2017,Wii,2016,Misc,Ubisoft,0.06,0.11,0,0.01,0.18,,,tbd,,Ubisoft Paris,E10+
NASCAR Unleashed,Wii,2011,Racing,Activision,0.17,0,0,0.01,0.18,,,tbd,,Firebrand Games,E
Super Robot Taisen J,Game Boy Advance,2005,Strategy,Banpresto,0,0,0.18,0,0.18,,,,,,
Shape Up,Xbox One,2014,Misc,Ubisoft,0.08,0.09,0,0.01,0.18,58,6,8.3,28,Ubisoft Montreal,E
Nep League Nintendo DS,Nintendo DS,2007,Sports,Jaleco,0,0,0.18,0,0.18,,,,,,
Happy Cooking,Nintendo DS,2006,Simulation,Ubisoft,0.17,0,0,0.01,0.18,,,tbd,,Ubisoft,E
Ar tonelico 2: Melody of Metafalica,PlayStation 2,2007,Role-Playing,Nippon Ichi Software,0.04,0.03,0.11,0.01,0.18,,,,,,
Cars: Race-O-Rama,PlayStation 3,2009,Racing,THQ,0.14,0.03,0,0.02,0.18,61,5,tbd,,Incinerator Games,E
Jewel Master: Cradle of Athena,Nintendo DS,2010,Puzzle,Storm City Games,0.17,0,0,0.01,0.18,,,tbd,,CokeM Interactive,E10+
Saw II: Flesh & Blood,PlayStation 3,2010,Action,Konami Digital Entertainment,0.1,0.06,0,0.02,0.18,,,,,,
Hidden Mysteries: Vampire Secrets,Nintendo DS,2010,Adventure,Astragon,0.06,0.11,0,0.02,0.18,,,tbd,,Gunnar Games,E10+
Casper: FrienNintendo DS Around the World,PlayStation,2000,Action,TDK Core,0.1,0.07,0,0.01,0.18,,,,,,
Jurassic Park III: Island Attack,Game Boy Advance,2001,Adventure,Konami Digital Entertainment,0.13,0.05,0,0,0.18,57,6,tbd,,Konami,E
Jikkyou Powerful Pro Baseball 2016,PlayStation Vita,2016,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18,,,,,,
Star Trek: Legacy,Xbox 360,N/A,Simulation,Ubisoft,0.14,0.02,0,0.01,0.18,64,41,5.5,42,Mad Doc Software,E10+
Tekken Tag Tournament 2,Wii U,2012,Fighting,Namco Bandai Games,0.09,0.07,0.01,0.01,0.18,,,,,,
GameBoy Wars,GB,1991,Strategy,Nintendo,0,0,0.18,0,0.18,,,,,,
Amplitude,PlayStation 2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,86,35,8.8,26,Harmonix Music Systems,T
Disgaea Nintendo DS,Nintendo DS,2008,Role-Playing,Square Enix,0.11,0.01,0.05,0.01,0.18,82,32,7.5,35,Nippon Ichi Software,T
Gauntlet: Seven Sorrows,Xbox,2005,Role-Playing,Midway Games,0.14,0.04,0,0.01,0.18,61,36,7.8,4,Midway,T
AirForce Delta Storm,Xbox,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18,61,21,7.1,7,KCE Studios,E
Metal Gear Solid V: The Phantom Pain,Xbox 360,2015,Action,Konami Digital Entertainment,0.12,0.04,0,0.02,0.18,,,7.2,159,"Kojima Productions, Moby Dick Studio",M
Monopoly Party,Xbox,2002,Misc,Infogrames,0.14,0.04,0,0.01,0.18,,,,,,
Fear Effect 2: Retro Helix,PlayStation,2001,Action,Eidos Interactive,0.1,0.07,0,0.01,0.18,84,15,8.9,17,Kronos Digital Entertainment,M
Chaotic: Shadow Warriors,Nintendo DS,2009,Action,Activision,0.17,0,0,0.01,0.18,,,tbd,,FUN Labs,E10+
Ninja Gaiden 3,Wii U,2012,Action,Nintendo,0.14,0.03,0,0.02,0.18,,,,,,
Atelier Shallie: Alchemists of the Dusk Sea,PlayStation 3,2014,Role-Playing,Tecmo Koei,0.06,0.02,0.08,0.02,0.18,76,26,7.7,44,Gust,E10+
Mahjong: Journey Quest for Tikal,Nintendo DS,2008,Puzzle,Rondomedia,0.15,0.02,0,0.01,0.18,,,tbd,,MumboJumbo,E
Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.14,0,0.03,0.18,83,36,7.5,721,Treyarch,M
CSI: Fatal Conspiracy,PlayStation 3,2010,Adventure,Ubisoft,0.11,0.05,0,0.02,0.18,39,5,5.6,13,Telltale Games,M
Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18,,,,,,
International Superstar Soccer 2000 (JP weekly sales),N64,1999,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18,,,,,,
Ringling Bros. and Barnum & Bailey Circus,Wii,2009,Action,Take-Two Interactive,0.17,0,0,0.01,0.18,,,,,,
Klonoa: Door to Phantomile,PlayStation,1997,Platform,Sony Computer Entertainment,0,0,0.17,0.01,0.18,,,,,,
Vietcong: Purple Haze,PlayStation 2,2004,Shooter,Gathering of Developers,0.09,0.07,0,0.02,0.18,48,11,4.3,6,Coyote Developments,M
Atari Anniversary Advance,Game Boy Advance,2002,Misc,Atari,0.13,0.05,0,0,0.18,75,7,tbd,,Digital EcliPlayStatione,E
Summer Athletics: The Ultimate Challenge,PlayStation 2,2008,Sports,DTP Entertainment,0,0,0,0.18,0.18,,,tbd,,49Games,E
Hatsune Miku and Future Stars: Project Mirai,Nintendo 3DS,2012,Misc,Sega,0,0,0.18,0,0.18,,,,,,
X-Men Origins: Wolverine,PlayStation 2,2009,Action,Activision,0.13,0,0,0.05,0.18,,,6.8,16,Amaze Entertainment,T
Syndicate,Xbox 360,2012,Shooter,Electronic Arts,0.1,0.06,0,0.02,0.18,74,65,7.1,174,Starbreeze,M
Zumba Fitness Rush,Xbox 360,2012,Sports,505 Games,0,0.16,0,0.02,0.18,73,7,6.2,5,"Majesco Games, Majesco",E10+
Call of Juarez,Xbox 360,2007,Shooter,Ubisoft,0.14,0.02,0,0.01,0.18,71,37,6.9,46,Techland,M
TalkMan (Japan),PlayStation Portable,2005,Misc,Sony Computer Entertainment,0,0,0.18,0,0.18,,,,,,
Ghostbusters: The Video Game,PlayStation Portable,2009,Action,Atari,0.16,0.01,0,0.02,0.18,54,13,4.7,13,Red Fly Studio,E10+
Bloody Roar: Primal Fury,GameCube,2002,Fighting,Activision,0.14,0.04,0,0,0.18,75,27,8.5,20,Eighting/Raizing,T
Mega Man Soccer,SNES,1993,Sports,Capcom,0.04,0.01,0.13,0,0.18,,,,,,
MotoGP,Wii,2009,Racing,Capcom,0.05,0.11,0,0.02,0.18,44,10,5.4,11,Milestone S.r.l,E
Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,0.16,0.01,0,0.01,0.18,72,37,8.7,33,Red Fly Studio,E10+
Saint Seiya: Soldiers' Soul,PlayStation 4,2015,Fighting,Namco Bandai Games,0,0.12,0.04,0.02,0.18,59,30,7.8,45,DimPlayStation Corporation,T
Brunswick Pro Bowling,PlayStation 3,2010,Sports,505 Games,0.1,0.05,0,0.02,0.18,47,6,tbd,,Farsight Studios,E
LEGO Harry Potter: Years 5-7,PlayStation Vita,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0,0.03,0.18,64,19,6.8,21,Traveller's Tales,E10+
FIFA Soccer 07,GameCube,2006,Sports,Electronic Arts,0.14,0.04,0,0,0.18,,,,,,
RabbiNintendo DS Party Collection,Wii,2010,Misc,Ubisoft,0,0.16,0,0.02,0.18,,,,,,
CorPlayStatione Party: Blood Drive,PlayStation Vita,2014,Adventure,Marvelous Interactive,0.08,0.01,0.06,0.03,0.18,60,19,7.4,58,5pb,M
The Last Airbender,Nintendo DS,2010,Action,THQ,0.13,0.04,0,0.01,0.18,69,6,7,4,THQ,E10+
My Fitness Coach 2: Exercise and Nutrition,Wii,2009,Sports,Black Bean Games,0.13,0.03,0,0.01,0.18,,,,,,
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,Game Boy Advance,2004,Misc,Nintendo,0.13,0.05,0,0,0.18,,,,,,
Vampire Savior: The Lord of Vampire,SAT,1998,Fighting,Capcom,0,0,0.18,0,0.18,,,,,,
Backbreaker,Xbox 360,N/A,Sports,Unknown,0.17,0,0,0.01,0.18,54,29,7.6,68,NaturalMotion,E
UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports,THQ,0.11,0.06,0,0.02,0.18,54,5,tbd,,THQ,E
MotoGP 14 ,PlayStation 4,2014,Racing,Milestone S.r.l.,0.04,0.11,0,0.03,0.18,73,28,6.4,26,Milestone S.r.l,E
Shrek SuperSlam,Nintendo DS,2005,Action,Activision,0.17,0,0,0.01,0.18,,,,,,
Alone in the Dark,Wii,2008,Adventure,Atari,0.09,0.08,0,0.02,0.18,39,10,4.4,34,Hydravision,M
Super Robot Taisen UX,Nintendo 3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18,,,,,,
Skylanders Imaginators,Wii U,2016,Platform,Activision,0.09,0.08,0,0.02,0.18,76,4,tbd,,Toys for Bob,E10+
Six Flags Fun Park,Nintendo DS,2008,Misc,Brash Entertainment,0.17,0,0,0.01,0.18,34,4,7,4,Brash Entertainment,E
Test Drive Off-Road Wide Open,Xbox,2001,Racing,Infogrames,0.15,0.03,0,0.01,0.18,64,21,8.3,9,Rockstar San Diego,E
Jeopardy!,Nintendo DS,2010,Misc,THQ,0.17,0,0,0.01,0.18,,,,,,
Pro Yaky? Spirits 2011,PlayStation 3,2011,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18,,,,,,
Doctor Who: Return to Earth,Wii,2010,Adventure,Asylum Entertainment,0,0.16,0,0.02,0.18,,,,,,
Battle Commander: Hachibushu Shura no Heihou,SNES,1991,Strategy,Banpresto,0,0,0.18,0,0.18,,,,,,
WWE All Stars,PlayStation Portable,2011,Fighting,THQ,0.12,0.04,0,0.03,0.18,70,4,6.6,5,THQ,T
Jampack Vol. 1,PlayStation,1996,Misc,Sony Computer Entertainment,0.1,0.07,0,0.01,0.18,,,,,,
Bad Boys: Miami Takedown,Xbox,2004,Shooter,Empire Interactive,0.14,0.04,0,0.01,0.18,35,20,5.9,9,Blitz Games,M
Valhalla Knights 3,PlayStation Vita,2013,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.18,48,19,6.8,56,K2,M
Mega Man X: Command Mission,PlayStation 2,2004,Role-Playing,Capcom,0.09,0.07,0,0.02,0.18,69,27,7.1,18,"Valuewave Co.,Ltd.",E
Tokyo Xtreme Racer DRIFT,PlayStation 2,2003,Racing,Genki,0.09,0.07,0,0.02,0.18,59,13,8.6,15,Genki,E
Moon,PlayStation,1997,Adventure,ASCII Entertainment,0,0,0.17,0.01,0.18,,,,,,
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Nintendo DS,2005,Action,Disney Interactive Studios,0.15,0.01,0,0.01,0.18,65,20,7.5,4,Amaze Entertainment,E10+
Cabela's Big Game Hunter 2005 Adventures,Xbox,2004,Sports,Activision,0.13,0.04,0,0.01,0.18,65,5,8.3,6,FUN Labs,T
Re-Volt,N64,1999,Racing,Acclaim Entertainment,0.14,0.04,0,0,0.18,,,,,,
Sesame Street: Elmo's Letter Adventure,N64,1999,Misc,NewKiDreamcasto,0.14,0.04,0,0,0.18,,,,,,
Senran Kagura: Estival Versus,PlayStation Vita,2015,Action,Marvelous Interactive,0.04,0.02,0.09,0.02,0.18,71,4,7.4,34,Marvelous Inc.,M
Might & Magic: Clash of Heroes,Nintendo DS,2009,Role-Playing,Ubisoft,0.15,0.02,0,0.01,0.18,,,,,,
GRID Autosport,PlayStation 3,2014,Racing,Codemasters,0.05,0.09,0.01,0.03,0.18,75,35,6.8,62,Codemasters,E
Gokujou Parodius,SNES,1994,Shooter,Konami Digital Entertainment,0,0,0.18,0,0.18,,,,,,
Half-Minute Hero,PlayStation Portable,2009,Role-Playing,Rising Star Games,0.08,0.01,0.07,0.01,0.18,84,41,7.8,38,Opus,E10+
Gauntlet: Dark Legacy,GameCube,2002,Action,Midway Games,0.14,0.04,0,0,0.18,60,20,9.1,16,Midway,T
A.C.E.: Another Century's Episode 2,PlayStation 2,2006,Simulation,Banpresto,0,0,0.18,0,0.18,,,,,,
The Chronicles of Narnia: Prince Caspian,Xbox 360,2008,Action,Disney Interactive Studios,0.16,0.01,0,0.01,0.18,56,24,7.5,13,Traveller's Tales,T
Company of Heroes: Anthology,PC,2009,Strategy,THQ,0,0.15,0,0.03,0.18,,,,,,
Shadow The Hedgehog,Xbox,2005,Platform,Sega,0.13,0.04,0,0.01,0.18,49,24,5.5,36,Sega,E10+
Daigasso! Band Brothers P,Nintendo 3DS,2013,Misc,Nintendo,0,0,0.18,0,0.18,,,,,,
Batman: Vengeance,Game Boy Advance,2001,Adventure,Ubisoft,0.13,0.05,0,0,0.18,68,8,tbd,,Ubisoft Montreal,E
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,Dreamcast,2000,Sports,Sega,0,0,0.18,0,0.18,,,,,,
The Adventures of Cookie & Cream,PlayStation 2,2000,Puzzle,Empire Interactive,0.09,0.07,0,0.02,0.18,,,,,,
World of Outlaws: Sprint Cars,Xbox 360,2010,Racing,THQ,0.17,0,0,0.01,0.18,57,4,8.1,10,Big Ant Studios,E
Van Helsing,Xbox,2007,Action,Activision,0.13,0.04,0,0.01,0.18,63,32,7.6,8,Saffire,T
Grand Slam Tennis 2,Xbox 360,2012,Sports,Electronic Arts,0.1,0.06,0,0.02,0.18,71,45,5.1,14,EA Sports,E
Ben 10 Ultimate Alien: Cosmic Destruction,Xbox 360,2010,Platform,D3Publisher,0.1,0.06,0,0.02,0.18,51,5,5.3,4,Papaya Studios,E10+
Pure Futbol,Xbox 360,2010,Sports,Ubisoft,0.08,0.08,0,0.02,0.18,38,20,7.9,29,Ubisoft Vancouver,E
Spider-Man: Friend or Foe,PlayStation Portable,2007,Action,Activision,0.16,0,0,0.01,0.18,58,7,4.4,9,Artificial Mind and Movement,E10+
Sing4: The Hits Edition,Wii,2011,Misc,Crave Entertainment,0.17,0,0,0.01,0.18,,,tbd,,Crave,T
Gun,GameCube,2005,Shooter,Activision,0.14,0.04,0,0,0.18,77,27,8.6,8,Neversoft Entertainment,M
SoulCalibur LegenNintendo DS,Wii,2007,Action,Namco Bandai Games,0.16,0.01,0,0.01,0.18,52,35,5.7,24,Namco Bandai Games,T
Rio,Wii,2011,Misc,THQ,0.13,0.03,0,0.01,0.18,,,tbd,,Eurocom Entertainment Software,E10+
F1 Challenge,SAT,1994,Racing,Sega,0,0,0.18,0,0.18,,,,,,
Squeeballs Party,Wii,2009,Puzzle,Performance Designed Products,0.17,0,0,0.01,0.18,59,16,tbd,,Performance Designed Products,E10+
Metal Gear Ac!d 2,PlayStation Portable,2005,Strategy,Konami Digital Entertainment,0.11,0,0.05,0.01,0.18,,,,,,
Shadow Madness,PlayStation,1999,Action,Crave Entertainment,0.1,0.07,0,0.01,0.18,,,,,,
Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0,0.02,0.18,45,40,3.5,1156,Gearbox Software,M
Tiger WooNintendo DS PGA Tour 2004,Game Boy Advance,2003,Sports,Electronic Arts,0.13,0.05,0,0,0.18,75,5,7.5,4,Backbone Emeryville,E
The Game of Life / Yahtzee / Payday,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.13,0.05,0,0,0.18,,,,,,
FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0,0.14,0,0.04,0.18,83,16,7.7,102,EA Sports,E
American Chopper 2: Full Throttle,PlayStation 2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0,0.02,0.18,,,8.1,9,Creat Studios,T
BorderlanNintendo DS,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0,0.03,0.18,81,37,7.8,1363,Gearbox Software,M
de Blob 2,Wii,2011,Platform,THQ,0.11,0.06,0,0.02,0.18,79,20,8.1,26,Blue Tongue Entertainment,E10+
Silent Hill 4: The Room,Xbox,2004,Action,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18,76,43,8.3,26,KCET,M
Commandos 2: Men of Courage,PlayStation 2,2002,Strategy,Eidos Interactive,0.09,0.07,0,0.02,0.18,67,19,6.8,11,Pyro Studios,T
Remember Me,Xbox 360,2013,Action,Capcom,0.1,0.06,0,0.02,0.18,70,42,7.5,267,DONTNOD Entertainment,M
Brink,PC,2011,Shooter,Bethesda Softworks,0.06,0.09,0,0.03,0.18,70,38,6,547,Splash Damage,T
FIFA Soccer 2002,GameCube,2001,Sports,Electronic Arts,0.14,0.04,0,0,0.18,81,13,8,9,EA Sports,E
Pro Evolution Soccer 2013,Nintendo 3DS,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18,,,,,,
Atari Anniversary Edition Redux,PlayStation,2000,Misc,Infogrames,0.1,0.07,0,0.01,0.18,72,5,,,Digital EcliPlayStatione,E
LiPlayStation: Party Classics,Xbox 360,2010,Misc,Microsoft Game Studios,0.05,0.11,0,0.02,0.18,69,10,tbd,,iNiS,T
Toukiden: The Age of Demons,PlayStation Portable,2013,Action,Tecmo Koei,0,0,0.18,0,0.18,,,,,,
Fireblade,PlayStation 2,2002,Action,Midway Games,0.09,0.07,0,0.02,0.18,,,,,,
Disney's Tarzan Untamed,GameCube,2001,Platform,Ubisoft,0.14,0.04,0,0,0.18,61,11,7.4,8,Ubisoft Montreal,E
Brunswick Circuit Pro Bowling,PlayStation,1998,Sports,THQ,0.1,0.07,0,0.01,0.18,,,,,,
Marvel Super Hero Squad: Comic Combat,Wii,2011,Action,THQ,0.14,0.03,0,0.01,0.18,,,tbd,,THQ,E10+
Trinity Universe,PlayStation 3,2009,Role-Playing,Nippon Ichi Software,0.07,0.05,0.03,0.02,0.18,62,25,7.2,28,"Gust, Idea Factory",T
Payday 2,Xbox One,2015,Shooter,505 Games,0.09,0.07,0,0.02,0.18,,,,,,
Pirates: Hunt For Blackbeard's Booty,Wii,2008,Adventure,Activision,0.08,0.08,0,0.02,0.18,,,tbd,,Activision,E
Cabela's Dangerous Hunts 2009,PlayStation 2,2008,Sports,Activision Value,0.09,0.07,0,0.02,0.18,,,9.2,5,FUN Labs,T
Senran Kagura: Estival Versus,PlayStation 4,2015,Action,Marvelous Interactive,0.08,0,0.08,0.02,0.18,67,25,8,96,Marvelous Inc.,M
Ball Breakers,PlayStation,2000,Action,Take-Two Interactive,0.1,0.07,0,0.01,0.18,68,10,5.3,4,Lost Toys,E
Mobile Suit Gundam Seed Destiny: Generation of C.E.,PlayStation 2,2005,Action,Namco Bandai Games,0,0,0.18,0,0.18,,,,,,
Splatterhouse,Xbox 360,2010,Action,Namco Bandai Games,0.14,0.03,0,0.01,0.18,62,51,7.6,60,"Namco Bandai Games America, Namco Bandai Games",M
EyeToy: Groove,PlayStation 2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,73,34,8,5,SCEE,E
You Don't Know Jack,PlayStation 3,2011,Misc,THQ,0.16,0,0,0.01,0.18,82,11,7.3,18,"Jellyvision, Iron Galaxy Studios",T
Chuck E. Cheese's Party Games,Nintendo DS,2010,Misc,UFO Interactive,0.17,0,0,0.01,0.18,,,tbd,,UFO Interactive,E
Twisted Metal: Small Brawl,PlayStation,N/A,Action,Unknown,0.1,0.07,0,0.01,0.18,51,14,7.6,49,Incognito Inc.,T
Otomedius Excellent,Xbox 360,N/A,Shooter,Unknown,0.13,0,0.04,0.01,0.18,48,8,8.1,16,Konami,T
Charlie and the Chocolate Factory,GameCube,2005,Adventure,Global Star,0.14,0.04,0,0,0.18,39,16,3.2,6,"High Voltage Software, Backbone Entertainment",E
Armored Core: Last Raven,PlayStation 2,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18,59,16,8.9,14,From Software,T
Burnout LegenNintendo DS,Nintendo DS,2005,Racing,Electronic Arts,0.15,0.02,0,0.01,0.18,38,12,6,59,Visual Impact,E
Tomb Raider: Underworld,PlayStation 2,2009,Action,Eidos Interactive,0.09,0.04,0,0.05,0.18,,,5.8,30,Crystal Dynamics,T
College HooPlayStation 2K7,PlayStation 3,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18,81,9,7.1,8,2K Sports,E
Hello Kitty: Birthday Adventures,Nintendo DS,2010,Adventure,Namco Bandai Games,0.06,0.1,0,0.02,0.18,,,tbd,,OneNine Studios,E
All Grown Up! Express Yourself,Game Boy Advance,2004,Misc,THQ,0.13,0.05,0,0,0.18,,,,,,
Escape The Museum,Nintendo DS,2010,Adventure,Astragon,0.04,0.12,0,0.02,0.18,,,tbd,,Gogii Games,E
K-1 World Grand Prix,PlayStation 2,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18,67,24,9,7,Konami,T
Kidou Senshi Gundam: Senjou no Kizuna Portable,PlayStation Portable,2009,Strategy,Namco Bandai Games,0,0,0.18,0,0.18,,,,,,
Super Robot Taisen A Portable,PlayStation Portable,2008,Strategy,Namco Bandai Games,0,0,0.18,0,0.18,,,,,,
Juiced,Xbox,2005,Racing,THQ,0.13,0.04,0,0.01,0.18,68,39,9.1,15,Juice Games,T
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,505 Games,0.11,0.01,0.05,0.01,0.18,38,14,3,12,"Eighting, Takara Tomy",E10+
Looney Tunes: Back in Action,Game Boy Advance,2003,Platform,Electronic Arts,0.13,0.05,0,0,0.18,47,7,tbd,,Warthog,E
Shaun White Skateboarding,Wii,2010,Sports,Ubisoft,0.13,0.03,0,0.01,0.18,59,6,tbd,,Ubisoft Montreal,E10+
DiRT Showdown,PlayStation 3,2012,Racing,Codemasters,0.02,0.12,0,0.03,0.18,75,27,6.3,43,Codemasters,E10+
Virtua Tennis,Game Boy Advance,2002,Sports,Atari,0.13,0.05,0,0,0.18,83,14,tbd,,Altron,E
Cabela's Big Game Hunter: Hunting Party,Xbox 360,2011,Sports,Activision,0.16,0,0,0.02,0.18,,,5,4,,
Tales of the Tempest,Nintendo DS,2006,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18,,,,,,
SimCity Creator (JP sales),Nintendo DS,2008,Simulation,Electronic Arts,0,0,0.18,0,0.18,,,,,,
Biohazard: Revival Selection,PlayStation 3,2011,Action,Capcom,0,0,0.18,0,0.18,,,,,,
Sonic Riders: Zero Gravity,PlayStation 2,2008,Racing,Sega,0.09,0.07,0,0.02,0.18,56,16,8.3,27,Sonic Team,E
UFC: Sudden Impact,PlayStation 2,2004,Fighting,Global Star,0.09,0.07,0,0.02,0.18,54,29,7.7,7,Opus,T
NBA Hoopz,PlayStation 2,2001,Sports,Midway Games,0.09,0.07,0,0.02,0.18,63,10,tbd,,Eurocom Entertainment Software,E
ESPN X Games Skateboarding,Game Boy Advance,2001,Sports,Konami Digital Entertainment,0.13,0.05,0,0,0.18,,,tbd,,Konami Computer Entertainment Hawaii,E
