Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
11517,Sentimental Graffiti 2,DC,2000,Adventure,NEC Interchannel,0,0,0.08,0,0.08,,,,
11518,Shonen Jump's One Piece: Pirates Carnival,Game Cube,2005,Misc,Namco Bandai Games,0.06,0.02,0,0,0.08,51,5,tbd,
11519,Kobitodzukan: Kobito no Fushigi - Jikken Set,Nintendo 3DS,2013,Misc,Nippon Columbia,0,0,0.08,0,0.08,80,52,7.8,235
11520,Goblin Commander: Unleash the Horde,Xbox,2003,Strategy,Jaleco,0.06,0.02,0,0,0.08,,,,
11521,Serious Sam 3: BFE,PC,2011,Shooter,Mastertronic,0.01,0.05,0,0.01,0.08,,,,
11522,MXGP 2,PlayStation 4,2016,Racing,Milestone S.r.l.,0.02,0.05,0,0.01,0.08,,,tbd,
11523,Doraemon: Nobita and the Island of Miracles,Nintendo 3DS,2012,Action,FuRyu,0,0,0.08,0,0.08,,,,
11524,Puzzler Mind Gym 3D,Nintendo 3DS,2011,Puzzle,Ubisoft,0.07,0,0,0,0.08,,,,
11525,Lost Dimension,PlayStation 3,2014,Role-Playing,Nippon Ichi Software,0.05,0.01,0,0.01,0.08,64,15,tbd,
11526,Sentimental Graffiti: First Window,SAT,1997,Adventure,NEC Interchannel,0,0,0.08,0,0.08,,,,
11527,Gekijouban Madoka Magicka: The Battle Pentagram,PlayStation Vita,2013,Action,Namco Bandai Games,0,0,0.08,0,0.08,,,,
11528,Cartoon Network Collection: Game Boy Advance Video Volume 2,Game Boy Advance,2004,Misc,N/A,0.06,0.02,0,0,0.08,80,11,7.5,11
11529,Sherlock Holmes: Crimes & Punishments,Xbox One,2014,Adventure,Focus Home Interactive,0.03,0.04,0,0.01,0.08,68,29,tbd,
11530,Tempest 3X,PlayStation,1995,Shooter,Interplay,0.04,0.03,0,0.01,0.08,,,,
11531,A-Train,PlayStation,1995,Simulation,Sony Computer Entertainment,0.02,0.01,0.04,0.01,0.08,,,,
11532,Hidden Invasion,PlayStation 2,2001,Shooter,Swing! Entertainment,0.04,0.03,0,0.01,0.08,80,10,9.1,10
11533,My Friends,Nintendo DS,2009,Misc,Oxygen Interactive,0.07,0,0,0.01,0.08,,,tbd,
11534,World Series of Poker 2008: Battle for the Bracelets,Xbox 360,2007,Misc,Activision,0.06,0.01,0,0.01,0.08,,,,
11535,Superman: Shadow of Apokolips,Game Cube,2003,Action,Atari,0.06,0.02,0,0,0.08,,,,
11536,Armored Core 3 Portable,PlayStation Portable,2009,Simulation,From Software,0,0,0.08,0,0.08,,,tbd,
11537,Bleach: Erabareshi Tamashii,PlayStation 2,2005,Adventure,Sony Computer Entertainment,0,0,0.08,0,0.08,,,,
11538,The Croods: Prehistoric Party!,Nintendo DS,2013,Misc,D3Publisher,0.03,0.04,0,0.01,0.08,,,tbd,
11539,Sengoku Musou 3: Moushouden,Wii,2011,Action,Ackkstudios,0,0,0.08,0,0.08,66,9,7.8,5
11540,Batman: Dark Tomorrow,Game Cube,2003,Action,Kemco,0.06,0.02,0,0,0.08,,,,
11541,Code Lyoko: Fall of X.A.N.A.,Nintendo DS,2008,Adventure,Game Factory,0.07,0,0,0.01,0.08,,,,
11542,Looney Tunes: Galactic Sports,PlayStation Vita,2015,Action,Sony Computer Entertainment,0,0.06,0,0.02,0.08,,,,
11543,Yuu Yuu Hakusho: Makyo Toitsusen,Genesis,1994,Fighting,Sega,0,0,0.08,0,0.08,,,tbd,
11544,The First Templar,PC,2011,Action,Kalypso Media,0.06,0.01,0,0.01,0.08,70,22,tbd,
11545,Rock Revolution,Wii,N/A,Misc,Unknown,0.07,0,0,0.01,0.08,,,,
11546,Ogre Battle Series: Tactics Ogre,PlayStation,1997,Role-Playing,Atlus,0.04,0.03,0,0.01,0.08,,,,
11547,Little League World Series Baseball 2010,PlayStation 3,2010,Sports,Activision,0.07,0,0,0.01,0.08,,,,
11548,Wordfish,Nintendo DS,2008,Puzzle,Ubisoft,0.07,0,0,0.01,0.08,,,,
11549,Battlestar Galactica,Xbox,2003,Shooter,Vivendi Games,0.06,0.02,0,0,0.08,49,41,5.6,16
11550,Fireblade,Xbox,2002,Action,Midway Games,0.06,0.02,0,0,0.08,,,,
11551,futureU: The Prep Game for SAT,Nintendo DS,2008,Misc,Aspyr,0.07,0,0,0.01,0.08,39,4,5.8,4
11552,BioShock The Collection,Xbox One,2016,Shooter,Take-Two Interactive,0.03,0.04,0,0.01,0.08,,,,
11553,Johnny Test,Nintendo DS,2011,Platform,505 Games,0.07,0,0,0.01,0.08,57,7,,
11554,Just Dance: Disney Party 2,Wii U,2015,Action,Ubisoft,0.06,0.01,0,0.01,0.08,65,21,tbd,
11555,Tomb Raider: Legend,Game Cube,2006,Action,Eidos Interactive,0.06,0.02,0,0,0.08,66,7,7.3,8
11556,Boxing Fever,Game Boy Advance,2001,Sports,THQ,0.06,0.02,0,0,0.08,,,tbd,
11557,RoadKill,Xbox,2003,Action,Midway Games,0.06,0.02,0,0,0.08,43,6,6.7,6
11558,Discovery Kids: Spider Quest,Nintendo DS,2009,Misc,505 Games,0.07,0,0,0.01,0.08,49,7,5.1,13
11559,Valkyrie Drive: Bhikkhuni,PlayStation Vita,2015,Action,PQube,0,0.01,0.07,0,0.08,,,,
11560,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PlayStation 2,2007,Action,Namco Bandai Games,0,0,0.08,0,0.08,,,,
11561,7 Wonders of the Ancient World,PlayStation Portable,2007,Puzzle,Mumbo Jumbo,0.07,0,0,0.01,0.08,,,,
11562,New International Track & Field,Nintendo DS,2008,Sports,Konami Digital Entertainment,0.07,0,0,0.01,0.08,29,14,3.2,19
11563,Indycar Series 2005,Xbox,2004,Action,Codemasters,0.06,0.02,0,0,0.08,60,6,tbd,
11564,Final Fantasy XI: Vana'diel Collection 2008,PlayStation 2,2007,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08,83,41,9,21
11565,Lost in Blue: Shipwrecked,Wii,2008,Adventure,Konami Digital Entertainment,0.07,0,0,0.01,0.08,,,tbd,
11566,Madden NFL 17,Xbox 360,2016,Sports,Electronic Arts,0.06,0.01,0,0.01,0.08,,,,
11567,Taz Wanted,Game Cube,2002,Platform,Atari,0.06,0.02,0,0,0.08,57,19,5.8,60
11568,The Voice,Xbox 360,2014,Action,Activision,0.07,0,0,0.01,0.08,46,4,tbd,
11569,Penny Racers Party: Turbo-Q Speedway,Wii,2008,Racing,Takara Tomy,0.07,0,0,0.01,0.08,,,,
11570,Skydiving Extreme,PlayStation,2001,Sports,Banpresto,0.04,0.03,0,0.01,0.08,,,tbd,
11571,Evil Dead: Regeneration,Xbox,2005,Action,THQ,0.06,0.02,0,0,0.08,,,8.2,5
11572,Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,0,0.07,0,0.01,0.08,63,25,tbd,
11573,Dreamer Series: Shop Owner,Nintendo DS,2009,Simulation,Deep Silver,0.07,0,0,0.01,0.08,71,5,tbd,
11574,Evolution Worlds,Game Cube,2002,Role-Playing,Ubisoft,0.06,0.02,0,0,0.08,69,55,7.7,60
11575,Dead Island: Riptide,PC,N/A,Action,Deep Silver,0,0.07,0,0.01,0.08,78,6,7.8,8
11576,Sherlock Holmes: Crimes & Punishments,PlayStation 3,2014,Adventure,Focus Home Interactive,0.03,0.04,0,0.01,0.08,76,10,tbd,
11577,Drama Queens,Nintendo DS,2009,Misc,Majesco Entertainment,0.07,0,0,0.01,0.08,68,23,7.4,5
11578,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,Nintendo DS,2010,Misc,Disney Interactive Studios,0,0,0.08,0,0.08,,,,
11579,Rapala Pro Bass Fishing 2010,PlayStation 2,2010,Sports,Activision,0.04,0.03,0,0.01,0.08,58,23,6.5,345
11580,My First Songs,Wii,2010,Misc,Mindscape,0,0.07,0,0.01,0.08,61,33,6.9,12
11581,Dungeon Travelers 2: The Royal Library & The Monster Seal,PlayStation Portable,2013,Role-Playing,Aqua Plus,0,0,0.08,0,0.08,,,,
11582,Ultimate Party Challenge,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01,0.08,51,10,tbd,
11583,Assassin's Creed Chronicles,PlayStation 4,2016,Action,Ubisoft,0.01,0.05,0.01,0.01,0.08,,,,
11584,Scooby-Doo! Who's Watching Who?,PlayStation Portable,2006,Adventure,THQ,0.07,0.01,0,0.01,0.08,72,28,8.3,35
11585,Sub Rebellion,PlayStation 2,2002,Simulation,Metro 3D,0.04,0.03,0,0.01,0.08,72,33,tbd,
11586,Legend of the Guardians: The Owls of Ga'Hoole,PlayStation 3,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08,60,19,6.7,94
11587,Striker 96,PlayStation,1995,Sports,Time Warner Interactive,0.04,0.03,0,0.01,0.08,,,tbd,
11588,Tokimeki Memorial 4,PlayStation Portable,2009,Adventure,Konami Digital Entertainment,0,0,0.08,0,0.08,74,25,7.5,362
11589,Bleach: Heat the Soul 4,PlayStation Portable,2007,Fighting,Sony Computer Entertainment,0,0,0.08,0,0.08,61,5,7,5
11590,Pocket Dogs,Game Boy Advance,2004,Misc,Agatsuma Entertainment,0.06,0.02,0,0,0.08,,,tbd,
11591,Real Robots Final Attack,PlayStation,1998,Shooter,Banpresto,0,0,0.07,0.01,0.08,,,tbd,
11592,Minecraft: Story Mode,PC,2015,Adventure,Mojang,0.02,0.05,0,0.01,0.08,80,20,7.7,272
11593,P.N.03 - Product Number Three,Game Cube,2003,Shooter,Capcom,0.06,0.02,0,0,0.08,,,tbd,
11594,Samurai Warriors 2,Xbox 360,2006,Action,Tecmo Koei,0.07,0.01,0,0.01,0.08,,,,
11595,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen??PS3,PlayStation 3,2007,Adventure,Sony Computer Entertainment,0,0,0.08,0,0.08,0.16,66,34,
11596,Ape Escape: Pumped & Primed,PlayStation 2,2004,Misc,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08,63,20,8,10
11597,Alien Syndrome,PlayStation Portable,2007,Role-Playing,Sega,0.07,0,0,0.01,0.08,38,23,5.3,53
11598,Monster Trucks DS,Nintendo DS,2005,Racing,Majesco Entertainment,0.07,0,0,0.01,0.08,,,tbd,
11599,FabStyle,Nintendo DS,2011,Strategy,Tecmo Koei,0,0,0.08,0,0.08,51,11,6.3,4
11600,Outlaw Tennis,PlayStation 2,2005,Sports,Global Star,0.04,0.03,0,0.01,0.08,64,26,4.3,13
11601,Grease Dance,PlayStation 3,2011,Misc,505 Games,0.05,0.02,0,0.01,0.08,,,,
11602,The Golf Club,PlayStation 4,2014,Sports,Unknown,0.05,0.02,0,0.01,0.08,,,tbd,
11603,Mission Runway,Nintendo DS,2008,Simulation,Eidos Interactive,0.07,0.01,0,0.01,0.08,,,,
11604,Agatha Christie: And Then There Were None,Wii,2008,Adventure,The Adventure Company,0.06,0.01,0,0.01,0.08,49,8,6.5,8
11605,Rayman Origins,PC,2012,Platform,Ubisoft,0,0.06,0,0.01,0.08,71,14,tbd,
11606,Medabots Dual: Kabuto / Kuwagata,Nintendo 3DS,2013,Role-Playing,Rocket Company,0,0,0.08,0,0.08,,,,
11607,We Sing Rock!,Wii,2011,Misc,Nordic Games,0,0.07,0,0.01,0.08,33,24,3.3,1340
11608,LEGO Soccer Mania,Game Boy Advance,2002,Sports,Electronic Arts,0.06,0.02,0,0,0.08,,,,
11609,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010,Shooter,Sega,0.06,0.01,0,0.01,0.08,,,,
11610,Dawn of Heroes,Nintendo DS,2010,Role-Playing,Majesco Entertainment,0.07,0,0,0,0.08,,,,
11611,Imagine: My Restaurant,Nintendo DS,2009,Simulation,Ubisoft,0,0.07,0,0.01,0.08,,,,
11612,Gadget Racers,PlayStation 2,2000,Racing,Midas Interactive Entertainment,0.04,0.03,0,0.01,0.08,69,41,7.3,30
11613,Phantasy Star Online Episode III: C.A.R.D. Revolution,Game Cube,2003,Role-Playing,Sega,0.06,0.02,0,0,0.08,,,,
11614,Nanashi no Game,Nintendo DS,2008,Adventure,Square Enix,0,0,0.08,0,0.08,,,,
11615,Bleach: Heat the Soul 7,PlayStation Portable,2010,Fighting,Sony Computer Entertainment,0,0,0.08,0,0.08,,,,
11616,Cosmic Family,Wii,2007,Misc,Ubisoft,0.07,0,0,0.01,0.08,74,10,6.7,6
11617,Whac-A-Mole,Nintendo DS,2005,Puzzle,Zoo Digital Publishing,0.07,0,0,0.01,0.08,,,,
11618,Auto Destruct,PlayStation,1998,Action,Electronic Arts,0.04,0.03,0,0.01,0.08,,,,
11619,Backyard NFL Football '09,Nintendo DS,2008,Sports,Atari,0.07,0,0,0.01,0.08,,,,
11620,Terraria,Nintendo 3DS,2016,Action,505 Games,0,0.03,0.04,0,0.08,56,23,5.9,7
11621,GOTHA: Ismailia Seneki,SAT,1995,Strategy,Sega,0,0,0.08,0,0.08,33,7,,
11622,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,Nintendo 3DS,2012,Action,Namco Bandai Games,0,0,0.08,0,0.08,,,,
11623,MLB Front Office Manager,PlayStation 3,2009,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08,67,15,tbd,
11624,Ultimate Fighting Championship: Throwdown,Game Cube,2002,Fighting,Ubisoft,0.06,0.02,0,0,0.08,,,,
11625,Deep Fear,SAT,1998,Adventure,Sega,0,0,0.08,0,0.08,,,,
11626,Skeleton Warriors,PlayStation,1996,Platform,Virgin Interactive,0.04,0.03,0,0.01,0.08,,,,
11627,Ford vs. Chevy,Xbox,2005,Racing,Global Star,0.06,0.02,0,0,0.08,,,,
11628,Endgame,PlayStation 2,2002,Shooter,Empire Interactive,0.04,0.03,0,0.01,0.08,64,24,7,16
11629,Dragon's Dogma Online,PlayStation 4,2015,Role-Playing,Capcom,0,0,0.08,0,0.08,,,,
11630,The Dukes of Hazzard: Return of the General Lee,Xbox,2004,Racing,Ubisoft,0.06,0.02,0,0,0.08,67,10,7.4,7
11631,Criminal Girls: Invite Only,PlayStation Portable,2010,Role-Playing,Nippon Ichi Software,0,0,0.08,0,0.08,71,24,8.2,13
11632,Ultimate Duck Hunting,Wii,2009,Sports,Zoo Digital Publishing,0.07,0,0,0.01,0.08,74,13,7.6,24
11633,Virus,SAT,1997,Shooter,Hudson Soft,0,0,0.08,0,0.08,,,tbd,
11634,Jikkyou Powerful Pro Yakyuu Next,Wii,2009,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08,,,,
11635,WWE Crush Hour,Game Cube,2003,Racing,THQ,0.06,0.02,0,0,0.08,,,,
11636,Emily the Strange: Strangerous,Nintendo DS,2011,Action,DTP Entertainment,0.04,0.03,0,0.01,0.08,,,,
11637,Aliens in the Attic,Wii,2009,Action,Playlogic Game Factory,0.07,0,0,0.01,0.08,,,,
11638,Dragon Shadow Spell,PlayStation 2,2007,Role-Playing,Flight-Plan,0,0,0.08,0,0.08,72,49,7.7,18
11639,Daniel X: The Ultimate Power,Nintendo DS,2010,Action,THQ,0.07,0,0,0.01,0.08,52,30,8.7,18
11640,Sound Novel Tsukuru,Super NES,1996,Misc,ASCII Entertainment,0,0,0.08,0,0.08,75,38,6.9,12
11641,World Championship Poker: Deluxe Series,Nintendo DS,2005,Misc,505 Games,0.07,0,0,0.01,0.08,,,,
11642,Dragon Slayer: The Legend of Heroes,Genesis,1994,Role-Playing,Sega,0,0,0.08,0,0.08,,,,
11643,NHL Hitz 20-03,Game Cube,2002,Sports,Midway Games,0.06,0.02,0,0,0.08,67,8,tbd,
11644,Momotarou Dentetsu 11,Game Cube,2002,Misc,Hudson Soft,0,0,0.07,0,0.08,,,tbd,
11645,The Idolm@ster,Xbox 360,2007,Simulation,Namco Bandai Games,0,0,0.08,0,0.08,,,,
11646,Infernal: Hell's Vengeance,Xbox 360,2009,Shooter,Playlogic Game Factory,0.06,0.01,0,0.01,0.08,90,23,7.9,95
11647,Guilty Gear XX Slash,PlayStation 2,2006,Fighting,Sammy Corporation,0,0,0.08,0,0.08,51,20,6,9
11648,Salon Superstar,Nintendo DS,2009,Simulation,505 Games,0.07,0,0,0,0.08,,,,
11649,Urban Reign,PlayStation 2,2005,Action,Namco Bandai Games,0.04,0.03,0,0.01,0.08,,,,
11650,Super Robot Taisen Z Special Disc,PlayStation 2,2009,Misc,Namco Bandai Games,0,0,0.08,0,0.08,,,tbd,
11651,Slayers Royal 2,SAT,1998,Role-Playing,Kadokawa Shoten,0,0,0.08,0,0.08,57,12,6.8,5
11652,Family Game Night 4: The Game Show,Xbox 360,2011,Misc,Electronic Arts,0.07,0,0,0.01,0.08,49,18,7,4
11653,Resident Evil 3: Nemesis,Game Cube,2003,Action,Capcom,0.06,0.02,0,0,0.08,,,,
11654,All-Star Baseball 2004,Game Cube,2003,Sports,Acclaim Entertainment,0.06,0.02,0,0,0.08,28,5,tbd,
11655,Madden NFL 08,Game Cube,2007,Sports,Electronic Arts,0.06,0.02,0,0,0.08,,,tbd,
11656,Ro-Kyu-Bu!,PlayStation Portable,2011,Adventure,Kadokawa Shoten,0,0,0.08,0,0.08,,,tbd,
11657,Frogger Beyond,Xbox,2002,Platform,Konami Digital Entertainment,0.06,0.02,0,0,0.08,,,,
11658,Man vs. Wild,Wii,2011,Action,Crave Entertainment,0.07,0,0,0,0.08,,,,
11659,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,Nintendo DS,2007,Fighting,Takara Tomy,0,0,0.08,0,0.08,,,6.7,9
11660,Stuart Little 3: Big Photo Adventure,PlayStation 2,2005,Platform,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08,55,14,7,5
11661,"Ni Hao, Kai-lan: Super Game Day",PlayStation 2,2009,Misc,Take-Two Interactive,0.04,0.03,0,0.01,0.08,91,13,7.7,1963
11662,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,Nintendo DS,2008,Fighting,Takara Tomy,0,0,0.08,0,0.08,,,,
11663,Pro Yakyuu Famista DS 2010,Nintendo DS,2010,Sports,Namco Bandai Games,0,0,0.08,0,0.08,,,,
11664,Captain Tsubasa,PlayStation 2,2006,Sports,Namco Bandai Games,0,0,0.08,0,0.08,,,,
11665,Pitfall: The Lost Expedition,Game Cube,2004,Platform,Activision,0.06,0.02,0,0,0.08,,,,
11666,Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,0,0.06,0,0.01,0.08,,,,
11667,No One Can Stop Mr. Domino!,PlayStation,1998,Misc,JVC,0.04,0.03,0,0,0.08,82,12,8.4,5
11668,Legend of the Guardians: The Owls of Ga'Hoole,Xbox 360,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08,,,,
11669,GT Advance 3: Pro Concept Racing,Game Boy Advance,2002,Racing,THQ,0.05,0.02,0,0,0.08,,,,
11670,PQ: Practical Intelligence Quotient,PlayStation Portable,2005,Puzzle,D3Publisher,0.07,0,0,0.01,0.08,55,38,7.5,13
11671,Duke Nukem: Land of the Babes,PlayStation,2000,Shooter,Atari,0.04,0.03,0,0,0.08,,,tbd,
11672,Majin Tensei,Super NES,1994,Role-Playing,Atlus,0,0,0.08,0,0.08,60,44,8.2,26
11673,Dragon Force II: Kamisarishi Daichi ni,SAT,1998,Strategy,Sega,0,0,0.08,0,0.08,,,,
11674,Pac-Man World 3,PlayStation Portable,2005,Platform,Namco Bandai Games,0.07,0,0,0.01,0.08,,,,
11675,Monkey Hero,PlayStation,1998,Action,Take-Two Interactive,0.04,0.03,0,0,0.08,65,8,tbd,
11676,Tokyo Beat Down,Nintendo DS,2008,Action,Success,0.07,0,0,0.01,0.08,78,33,8,22
11677,Krazy Ivan,PlayStation,1995,Simulation,Psygnosis,0.04,0.03,0,0,0.08,62,14,8.3,44
11678,Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0,0.06,0,0.02,0.08,80,14,9.2,5
11679,Quo Vadis,SAT,1995,Strategy,Glams,0,0,0.08,0,0.08,83,38,8.1,27
11680,The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,0.01,0.06,0,0.01,0.08,75,19,8,50
11681,The Legend of Kage 2,Nintendo DS,2008,Action,Square Enix,0.07,0,0,0,0.08,,,tbd,
11682,Fate/Tiger Colosseum,PlayStation Portable,2007,Fighting,Capcom,0,0,0.08,0,0.08,,,tbd,
11683,World Party Games,Wii,2009,Misc,505 Games,0.07,0,0,0.01,0.08,,,5.4,7
11684,Samurai Warriors Chronicles 3,Nintendo 3DS,2014,Action,Tecmo Koei,0,0,0.08,0,0.08,63,13,6.1,10
11685,Open Season,PlayStation Portable,2006,Platform,Ubisoft,0.07,0,0,0.01,0.08,53,6,tbd,
11686,Animal Kingdom: Wildlife Expedition,Wii,2009,Adventure,Natsume,0.07,0,0,0.01,0.08,69,4,tbd,
11687,Brothers in Arms: Furious 4,PlayStation 3,2012,Shooter,Ubisoft,0.01,0.05,0,0.02,0.08,54,11,6,6
11688,Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,Reef Entertainment,0.07,0,0,0.01,0.08,,,tbd,
11689,Dragon Ball Z: The Legacy of Goku I & II,Game Boy Advance,2005,Role-Playing,Atari,0.05,0.02,0,0,0.08,,,,
11690,R: Racing Evolution,Game Cube,2003,Racing,Namco Bandai Games,0.06,0.02,0,0,0.08,75,4,7,7
11691,Crayola: Colorful Journey,Wii,2009,Misc,Crave Entertainment,0.07,0,0,0.01,0.08,,,tbd,
11692,Storybook Workshop,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01,0.08,,,,
11693,World Tour Soccer 06,PlayStation Portable,2006,Sports,Sony Computer Entertainment,0.07,0,0,0.01,0.08,,,tbd,
11694,Stella Deus: The Gate of Eternity,PlayStation 2,2004,Strategy,505 Games,0.04,0.03,0,0.01,0.08,,,,
11695,Vietcong: Purple Haze,Xbox,2004,Shooter,Gathering of Developers,0.06,0.02,0,0,0.08,67,8,tbd,
11696,Conflict: Desert Storm,Game Cube,2003,Shooter,SCi,0.06,0.02,0,0,0.08,71,5,7.7,7
11697,One Piece: Gear Spirit,Nintendo DS,2007,Fighting,Namco Bandai Games,0,0,0.08,0,0.08,,,tbd,
11698,Tales of Fandom Vol.2,PlayStation 2,2007,Role-Playing,Namco Bandai Games,0,0,0.08,0,0.08,72,53,8.2,586
11699,Titanic Mystery,Nintendo DS,2010,Puzzle,PlayV,0.05,0.02,0,0.01,0.08,66,4,tbd,
11700,Minna no Joushiki Ryoku TV,Wii,2008,Misc,Nintendo,0,0,0.08,0,0.08,,,,
11701,P.T.O. IV: Pacific Theater of Operations,PlayStation 2,2002,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.08,,,,
11702,WipEout HD Fury,PlayStation 3,2009,Racing,Sony Computer Entertainment,0,0.06,0,0.02,0.08,,,,
11703,Genkai Totsuki Moero Chronicle,PlayStation Vita,2014,Role-Playing,Compile Heart,0,0,0.08,0,0.08,35,23,5.3,10
11704,Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0,0.07,0,0,0.08,73,25,8.6,8
11705,Tears to Tiara: Garland of the Earth,PlayStation 3,2008,Strategy,Aqua Plus,0,0,0.08,0,0.08,,,,
11706,Madden NFL 17,PlayStation 3,2016,Sports,Electronic Arts,0.05,0.01,0,0.01,0.08,,,tbd,
11707,Mind Quiz: Your Brain Coach,Nintendo DS,2006,Misc,Ubisoft,0,0,0.08,0,0.08,74,14,tbd,
11708,WRC 2: FIA World Rally Championship,Xbox 360,2011,Racing,Ubisoft,0,0.06,0,0.01,0.08,37,7,6.8,20
11709,The Hustle: Detroit Streets,PlayStation Portable,2005,Sports,Deep Silver,0.07,0,0,0.01,0.08,,,,
11710,Codename: Kids Next Door: Operation S.O.D.A.,Game Boy Advance,2004,Platform,Global Star,0.05,0.02,0,0,0.08,,,,
11711,Far Cry Instincts Evolution,Xbox,2006,Shooter,Ubisoft,0.06,0.02,0,0,0.08,,,,
11712,Pinball Hall of Fame: The Gottlieb Collection,Xbox,2004,Misc,Crave Entertainment,0.06,0.02,0,0,0.08,,,,
11713,Conception: Please Give Birth to My Child!,PlayStation Portable,2012,Role-Playing,Spike,0,0,0.08,0,0.08,,,,
11714,WRC 5: FIA World Rally Championship,PlayStation Vita,2015,Sports,Bigben Interactive,0,0.06,0,0.02,0.08,73,17,4.2,5
11715,Winter Sports 2011,Wii,2011,Sports,DTP Entertainment,0,0.06,0,0.01,0.08,,,,
11716,Medal of Honor: Underground,Game Boy Advance,2002,Shooter,Zoo Digital Publishing,0.05,0.02,0,0,0.08,65,18,4.9,231
11717,Baroque,Wii,2008,Role-Playing,Rising Star Games,0.07,0,0,0,0.08,,,,
11718,Super Football,2600,1987,Sports,Atari,0.07,0,0,0,0.08,82,19,8.5,525
11719,The Idolmaster: Gravure For You! Vol. 3,PlayStation 3,2011,Misc,Namco Bandai Games,0,0,0.08,0,0.08,69,34,tbd,
11720,Learn Geography,Nintendo DS,2009,Misc,DreamCatcher Interactive,0.07,0,0,0.01,0.08,,,8.5,82
11721,Divinity II: Ego Draconis,PC,2009,Role-Playing,DTP Entertainment,0.01,0.05,0,0.01,0.08,,,,
11722,Disaster: Day of Crisis,Wii,2008,Action,Nintendo,0,0.03,0.04,0,0.08,,,,
11723,Scooby-Doo! Unmasked,Xbox,2005,Platform,THQ,0.06,0.02,0,0,0.08,,,tbd,
11724,Shovel Knight,PlayStation 4,2015,Platform,Yacht Club Games,0.03,0.03,0,0.01,0.08,,,,
11725,SCORE International Baja 1000: The Official Game,PlayStation 3,2008,Racing,Activision,0.07,0,0,0.01,0.08,,,tbd,
11726,Driven,Game Cube,2002,Racing,BAM! Entertainment,0.06,0.02,0,0,0.08,67,35,tbd,
11727,Dynasty Warriors 3,Xbox,2002,Action,THQ,0.06,0.02,0,0,0.08,,,,
11728,My Fun Facts Coach,Nintendo DS,2008,Misc,Ubisoft,0.07,0,0,0.01,0.08,81,18,8.5,72
11729,Superman Returns,Nintendo DS,2006,Action,Electronic Arts,0.07,0,0,0.01,0.08,75,31,8,9
11730,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,Nintendo DS,2011,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08,57,32,8.4,11
11731,Nicola Kanshuu: Model Oshare * Audition Platina,Nintendo 3DS,2012,Action,Alchemist,0,0,0.08,0,0.08,62,19,8.4,13
11732,Kung Fu Panda: Legendary Warriors,Wii,2008,Action,Activision,0.07,0,0,0,0.08,,,,
11733,MTV Music Generator 3: This Is the Remix,Xbox,2004,Misc,Codemasters,0.06,0.02,0,0,0.08,,,,
11734,Fairy Tail: Portable Guild 2,PlayStation Portable,2011,Fighting,Konami Digital Entertainment,0,0,0.08,0,0.08,,,,
11735,Yoru no Nai Kuni,PlayStation 4,2015,Role-Playing,Tecmo Koei,0,0,0.08,0,0.08,,,,
11736,Backyard NBA Basketball,Nintendo DS,2007,Sports,Atari,0.07,0,0,0.01,0.07,71,12,6.6,5
11737,Wizardry: Llylgamyn Saga,PlayStation,1998,Role-Playing,Locus,0,0,0.07,0,0.07,,,tbd,
11738,Party Pigs: Farmyard Games,Wii,2009,Misc,Data Design Interactive,0.07,0,0,0,0.07,,,,
11739,Kinnikuman Muscle Grand Prix Max 2: Tokumori,PlayStation 2,2008,Fighting,Namco Bandai Games,0,0,0.07,0,0.07,,,,
11740,Gale Racer,SAT,1994,Racing,Sega,0,0,0.07,0,0.07,,,,
11741,In The Groove,PlayStation 2,2005,Misc,RedOctane,0.04,0.03,0,0.01,0.07,,,tbd,
